MONTH,DAY_OF_MONTH,DAY_OF_WEEK,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew_Point,Wind Gust,Pressure,sch_dep,sch_arr,TAXI_OUT
11,1,5,-5.0,232,1598.0,550,545,782,52,32.0,0.0,30.02,30,18,19
11,1,5,-8.0,240,1521.0,555,547,735,52,32.0,0.0,30.02,30,18,14
11,1,5,-3.0,340,2248.0,510,548,670,52,32.0,0.0,30.02,30,18,23
11,1,5,0.0,141,718.0,550,550,691,52,32.0,0.0,30.02,30,18,15
11,1,5,-4.0,374,2475.0,555,551,749,52,32.0,0.0,30.02,30,18,18
11,1,5,-6.0,390,2569.0,560,554,770,52,32.0,0.0,30.02,30,18,23
11,1,5,-5.0,176,944.0,560,555,736,52,32.0,0.0,30.02,30,18,17
11,1,5,-7.0,127,509.0,562,555,689,52,32.0,0.0,30.02,30,18,18
11,1,5,-3.0,254,1521.0,502,556,696,52,32.0,0.0,30.02,30,18,10
11,1,5,-3.0,397,2586.0,562,559,779,52,32.0,0.0,30.02,30,18,15
11,1,5,-10.0,73,273.0,575,565,648,52,32.0,0.0,30.02,30,18,22
11,1,5,0.0,184,1041.0,568,568,752,52,32.0,0.0,30.02,30,18,14
11,1,5,-1.0,395,2586.0,570,569,785,52,32.0,0.0,30.02,30,18,35
11,1,5,-5.0,82,290.0,575,570,657,52,32.0,0.0,30.02,30,18,19
11,1,5,2.0,380,2422.0,570,572,770,52,32.0,0.0,30.02,30,18,28
11,1,5,-6.0,387,2586.0,580,574,787,52,32.0,0.0,30.02,30,18,22
11,1,5,-3.0,112,483.0,580,577,692,52,32.0,0.0,30.02,30,18,11
11,1,5,0.0,166,740.0,580,580,686,52,32.0,0.0,30.02,30,18,25
11,1,5,-1.0,83,264.0,585,584,668,52,32.0,0.0,30.02,30,18,18
11,1,5,1.0,188,1069.0,590,591,778,54,32.0,0.0,30.05,30,18,18
11,1,5,-5.0,85,301.0,599,594,684,54,32.0,0.0,30.05,30,18,18
11,1,5,0.0,660,1029.0,600,600,900,54,32.0,0.0,30.05,16,19,15
11,1,5,-3.0,180,1028.0,605,602,785,54,32.0,0.0,30.05,16,19,15
11,1,5,-4.0,376,2475.0,608,604,804,54,32.0,0.0,30.05,16,19,14
11,1,5,-3.0,360,2475.0,595,616,775,54,32.0,0.0,30.05,16,19,15
11,1,5,-5.0,343,2248.0,625,620,788,54,32.0,0.0,30.05,16,19,17
11,1,5,-3.0,86,184.0,520,626,606,54,32.0,0.0,30.05,16,19,19
11,1,5,-3.0,108,425.0,629,626,737,54,32.0,0.0,30.05,16,19,20
11,1,5,-3.0,82,187.0,630,627,712,54,32.0,0.0,30.05,16,19,16
11,1,5,-7.0,393,2586.0,659,652,872,55,31.0,0.0,30.05,16,19,9
11,1,5,-6.0,382,2586.0,660,654,862,55,31.0,0.0,30.05,16,19,21
11,1,5,-4.0,238,1521.0,659,655,837,55,31.0,0.0,30.05,16,19,16
11,1,5,-3.0,368,2475.0,660,657,848,55,31.0,0.0,30.05,16,19,22
11,1,5,-4.0,175,944.0,665,661,840,55,31.0,0.0,30.05,29,17,16
11,1,5,-4.0,187,1029.0,668,664,795,55,31.0,0.0,30.05,29,17,16
11,1,5,3.0,183,1089.0,665,668,848,55,31.0,0.0,30.05,29,17,17
11,1,5,1.0,311,1990.0,671,672,862,55,31.0,0.0,30.05,29,17,22
11,1,5,-3.0,376,2465.0,637,674,833,55,31.0,0.0,30.05,29,17,16
11,1,5,-2.0,70,187.0,677,675,747,55,31.0,0.0,30.05,29,17,17
11,1,5,0.0,391,2586.0,685,685,896,55,31.0,0.0,30.05,29,17,17
11,1,5,-4.0,395,2586.0,690,686,905,55,31.0,0.0,30.05,29,17,20
11,1,5,0.0,380,2475.0,690,690,890,55,31.0,0.0,30.05,29,17,22
11,1,5,-1.0,135,541.0,705,704,840,55,31.0,0.0,30.05,29,17,12
11,1,5,9.0,382,2422.0,696,705,898,55,31.0,0.0,30.05,29,17,19
11,1,5,-3.0,84,213.0,515,712,599,57,32.0,0.0,30.06,29,17,25
11,1,5,-6.0,373,2475.0,720,714,913,57,32.0,0.0,30.06,29,17,13
11,1,5,11.0,361,2475.0,705,716,886,57,32.0,0.0,30.06,29,17,14
11,1,5,-1.0,146,760.0,719,718,865,57,32.0,0.0,30.06,29,17,18
11,1,5,0.0,233,1598.0,719,719,952,57,32.0,0.0,30.06,29,17,22
11,1,5,-3.0,71,209.0,660,720,731,57,32.0,0.0,30.06,20,24,22
11,1,5,-5.0,108,425.0,740,735,848,57,32.0,0.0,30.06,20,24,15
11,1,5,0.0,79,266.0,735,735,814,57,32.0,0.0,30.06,20,24,23
11,1,5,-3.0,188,1069.0,690,738,878,57,32.0,0.0,30.06,20,24,23
11,1,5,-9.0,369,2475.0,750,741,939,57,32.0,0.0,30.06,20,24,13
11,1,5,-3.0,185,1089.0,749,746,934,57,32.0,0.0,30.06,20,24,16
11,1,5,0.0,79,187.0,750,750,829,57,32.0,0.0,30.06,20,24,19
11,1,5,-3.0,120,541.0,738,755,858,57,32.0,0.0,30.06,20,24,21
11,1,5,-3.0,77,264.0,725,762,802,57,32.0,0.0,30.06,20,24,15
11,1,5,-7.0,125,509.0,774,767,899,57,32.0,0.0,30.06,20,24,17
11,1,5,-7.0,165,740.0,776,769,881,57,32.0,0.0,30.06,20,24,14
11,1,5,-5.0,106,427.0,783,778,889,57,30.0,0.0,30.08,20,24,12
11,1,5,0.0,69,187.0,780,780,849,57,30.0,0.0,30.08,22,32,15
11,1,5,-1.0,250,1417.0,786,785,976,57,30.0,0.0,30.08,22,32,13
11,1,5,-1.0,380,2475.0,805,804,1005,57,30.0,0.0,30.08,22,32,13
11,1,5,-5.0,126,541.0,811,806,937,57,30.0,0.0,30.08,22,32,16
11,1,5,0.0,87,301.0,810,810,897,57,30.0,0.0,30.08,22,32,14
11,1,5,0.0,79,228.0,815,815,894,57,30.0,0.0,30.08,22,32,18
11,1,5,8.0,333,2153.0,810,818,963,57,30.0,0.0,30.08,22,32,13
11,1,5,-5.0,128,636.0,825,820,953,57,30.0,0.0,30.08,22,32,26
11,1,5,-5.0,145,760.0,825,820,970,57,30.0,0.0,30.08,22,32,22
11,1,5,-6.0,187,1069.0,826,820,1013,57,30.0,0.0,30.08,22,32,21
11,1,5,-3.0,181,1028.0,689,826,870,57,30.0,0.0,30.08,22,32,37
11,1,5,-7.0,158,765.0,840,833,938,57,31.0,0.0,30.1,22,32,23
11,1,5,-3.0,179,1005.0,856,853,1035,57,31.0,0.0,30.1,25,36,19
11,1,5,-7.0,373,2475.0,870,863,1063,57,31.0,0.0,30.1,25,36,18
11,1,5,-2.0,375,2475.0,869,867,1064,57,31.0,0.0,30.1,25,36,11
11,1,5,4.0,180,1028.0,869,873,1049,57,31.0,0.0,30.1,25,36,11
11,1,5,-10.0,152,828.0,884,874,1036,57,31.0,0.0,30.1,25,36,13
11,1,5,-3.0,243,1391.0,883,880,1066,57,31.0,0.0,30.1,25,36,14
11,1,5,-11.0,105,340.0,894,883,999,57,31.0,0.0,30.1,25,36,23
11,1,5,-6.0,95,288.0,890,884,985,57,31.0,0.0,30.1,25,36,39
11,1,5,-3.0,131,636.0,856,887,987,57,31.0,0.0,30.1,25,36,11
11,1,5,-5.0,116,340.0,895,890,1011,57,31.0,0.0,30.1,25,36,17
11,1,5,-3.0,141,718.0,895,892,1036,55,31.0,0.0,30.12,25,36,19
11,1,5,-3.0,250,1417.0,895,892,1085,55,31.0,0.0,30.12,25,36,14
11,1,5,0.0,344,2248.0,895,895,1059,55,31.0,0.0,30.12,25,36,22
11,1,5,-3.0,95,213.0,900,897,995,55,31.0,0.0,30.12,25,36,16
11,1,5,-3.0,196,1089.0,910,907,1106,55,31.0,0.0,30.12,25,32,17
11,1,5,-3.0,229,1598.0,839,911,1068,55,31.0,0.0,30.12,25,32,18
11,1,5,-3.0,141,718.0,888,912,1029,55,31.0,0.0,30.12,25,32,15
11,1,5,-12.0,148,665.0,924,912,1072,55,31.0,0.0,30.12,25,32,13
11,1,5,-10.0,117,483.0,929,919,1046,55,31.0,0.0,30.12,25,32,19
11,1,5,-8.0,92,290.0,930,922,1022,55,31.0,0.0,30.12,25,32,23
11,1,5,-7.0,404,2586.0,930,923,1154,55,31.0,0.0,30.12,25,32,16
11,1,5,-3.0,193,1089.0,930,927,1123,55,31.0,0.0,30.12,25,32,23
11,1,5,-3.0,211,1182.0,900,932,1051,55,31.0,0.0,30.12,25,32,13
11,1,5,-3.0,184,944.0,935,932,1119,55,31.0,0.0,30.12,25,32,21
11,1,5,-3.0,75,187.0,936,933,1011,55,31.0,0.0,30.12,25,32,28
11,1,5,-3.0,156,760.0,885,934,1041,55,31.0,0.0,30.12,25,32,13
11,1,5,-7.0,153,665.0,945,938,1098,55,31.0,0.0,30.12,25,32,18
11,1,5,10.0,375,2475.0,930,940,1125,55,31.0,0.0,30.12,25,32,26
11,1,5,3.0,192,1069.0,940,943,1132,55,31.0,0.0,30.12,25,32,26
11,1,5,-4.0,183,1005.0,950,946,1133,55,31.0,0.0,30.12,25,32,19
11,1,5,8.0,160,760.0,939,947,1099,55,31.0,0.0,30.12,25,32,13
11,1,5,-3.0,84,301.0,889,950,973,55,31.0,0.0,30.12,25,32,21
11,1,5,-7.0,324,1990.0,959,952,1163,53,31.0,0.0,30.14,25,32,22
11,1,5,-2.0,177,740.0,960,958,1077,53,31.0,0.0,30.14,25,32,17
11,1,5,0.0,173,740.0,959,959,1072,53,31.0,0.0,30.14,25,32,37
11,1,5,0.0,202,1182.0,960,960,1102,53,31.0,0.0,30.14,24,34,10
11,1,5,6.0,354,2248.0,959,965,1133,53,31.0,0.0,30.14,24,34,14
11,1,5,-3.0,233,1598.0,929,973,1162,53,31.0,0.0,30.14,24,34,13
11,1,5,14.0,381,2475.0,960,974,1161,53,31.0,0.0,30.14,24,34,19
11,1,5,-2.0,400,2586.0,980,978,1200,53,31.0,0.0,30.14,24,34,20
11,1,5,-13.0,136,589.0,995,982,1131,53,31.0,0.0,30.14,24,34,17
11,1,5,4.0,176,944.0,978,982,1154,53,31.0,0.0,30.14,24,34,12
11,1,5,-3.0,173,740.0,959,983,1072,53,31.0,0.0,30.14,24,34,19
11,1,5,-6.0,365,2446.0,990,984,1175,53,31.0,0.0,30.14,24,34,16
11,1,5,1.0,111,427.0,986,987,1097,53,31.0,0.0,30.14,24,34,23
11,1,5,-2.0,187,1069.0,990,988,1177,53,31.0,0.0,30.14,24,34,16
11,1,5,-3.0,75,184.0,959,995,1034,53,31.0,0.0,30.14,24,34,13
11,1,5,-4.0,104,301.0,1000,996,1104,53,31.0,0.0,30.14,24,34,16
11,1,5,-3.0,340,2153.0,985,1000,1145,53,31.0,0.0,30.14,24,34,17
11,1,5,-3.0,402,2586.0,956,1002,1178,53,31.0,0.0,30.14,24,34,17
11,1,5,-3.0,72,266.0,730,1008,802,53,31.0,0.0,30.14,24,34,14
11,1,5,-9.0,192,1074.0,1019,1010,1211,53,31.0,0.0,30.14,24,34,13
11,1,5,-3.0,377,2465.0,990,1010,1187,53,31.0,0.0,30.14,24,34,16
11,1,5,-4.0,390,2475.0,1015,1011,1225,52,30.0,0.0,30.17,24,34,18
11,1,5,-7.0,405,2586.0,1020,1013,1245,52,30.0,0.0,30.17,24,34,24
11,1,5,-4.0,385,2475.0,1020,1016,1225,52,30.0,0.0,30.17,24,34,15
11,1,5,-1.0,154,760.0,1019,1018,1173,52,30.0,0.0,30.17,24,34,10
11,1,5,6.0,99,187.0,1015,1021,1114,52,30.0,0.0,30.17,26,30,17
11,1,5,3.0,71,187.0,1020,1023,1091,52,30.0,0.0,30.17,26,30,19
11,1,5,-3.0,131,541.0,1010,1029,1141,52,30.0,0.0,30.17,26,30,14
11,1,5,-5.0,135,509.0,1045,1040,1180,52,30.0,0.0,30.17,26,30,19
11,1,5,-3.0,105,427.0,1026,1043,1131,52,30.0,0.0,30.17,26,30,12
11,1,5,-7.0,372,2465.0,1055,1048,1247,52,30.0,0.0,30.17,26,30,15
11,1,5,-3.0,374,2475.0,1040,1066,1234,52,30.0,0.0,30.17,26,30,19
11,1,5,-2.0,121,427.0,1070,1068,1191,52,30.0,0.0,30.17,26,30,14
11,1,5,-3.0,379,2521.0,1052,1069,1251,52,30.0,0.0,30.17,26,30,18
11,1,5,-8.0,382,2422.0,1077,1069,1279,52,30.0,0.0,30.17,26,30,15
11,1,5,-7.0,334,2153.0,1079,1072,1233,50,29.0,0.0,30.2,26,30,18
11,1,5,10.0,400,2586.0,1065,1075,1285,50,29.0,0.0,30.2,26,30,17
11,1,5,-2.0,386,2454.0,1080,1078,1286,50,29.0,0.0,30.2,26,30,21
11,1,5,3.0,392,2569.0,1080,1083,1292,50,29.0,0.0,30.2,34,35,21
11,1,5,4.0,370,2429.0,1080,1084,1270,50,29.0,0.0,30.2,34,35,18
11,1,5,-4.0,160,765.0,1095,1091,1195,50,29.0,0.0,30.2,34,35,7
11,1,5,-4.0,247,1391.0,1100,1096,1287,50,29.0,0.0,30.2,34,35,13
11,1,5,-6.0,248,1587.0,1105,1099,1293,50,29.0,0.0,30.2,34,35,12
11,1,5,-4.0,362,2378.0,1110,1106,1292,50,29.0,0.0,30.2,34,35,22
11,1,5,-3.0,260,1587.0,1109,1106,1309,50,29.0,0.0,30.2,34,35,15
11,1,5,-2.0,390,2422.0,1109,1107,1319,50,29.0,0.0,30.2,34,35,26
11,1,5,-3.0,183,1005.0,1020,1109,1203,50,29.0,0.0,30.2,34,35,16
11,1,5,-4.0,90,301.0,1115,1111,1205,50,29.0,0.0,30.2,34,35,21
11,1,5,-5.0,385,2422.0,1120,1115,1325,50,29.0,0.0,30.2,34,35,28
11,1,5,-4.0,370,2475.0,1120,1116,1310,50,29.0,0.0,30.2,34,35,19
11,1,5,-2.0,251,1521.0,1125,1123,1316,50,29.0,0.0,30.2,34,35,10
11,1,5,3.0,154,760.0,1125,1128,1279,50,29.0,0.0,30.2,34,35,19
11,1,5,-5.0,144,589.0,1135,1130,1279,50,29.0,0.0,30.2,34,35,21
11,1,5,-1.0,392,2576.0,1139,1138,1351,50,29.0,0.0,30.2,34,35,22
11,1,5,10.0,137,541.0,1139,1149,1276,50,29.0,0.0,30.2,40,24,15
11,1,5,-3.0,176,944.0,1069,1150,1245,50,29.0,0.0,30.2,40,24,18
11,1,5,-8.0,186,944.0,1165,1157,1351,50,29.0,0.0,30.2,40,24,13
11,1,5,-9.0,92,290.0,1169,1160,1261,50,29.0,0.0,30.2,40,24,36
11,1,5,-3.0,387,2475.0,1109,1161,1316,49,30.0,0.0,30.21,40,24,34
11,1,5,-3.0,188,1069.0,1130,1163,1318,49,30.0,0.0,30.21,40,24,23
11,1,5,-5.0,186,1005.0,1168,1163,1354,49,30.0,0.0,30.21,40,24,15
11,1,5,-2.0,390,2475.0,1165,1163,1375,49,30.0,0.0,30.21,40,24,21
11,1,5,-4.0,372,2446.0,1168,1164,1360,49,30.0,0.0,30.21,40,24,19
11,1,5,-1.0,192,1089.0,1165,1164,1357,49,30.0,0.0,30.21,40,24,17
11,1,5,-4.0,137,425.0,1170,1166,1307,49,30.0,0.0,30.21,40,24,31
11,1,5,0.0,202,1029.0,1169,1169,1311,49,30.0,0.0,30.21,40,24,31
11,1,5,-9.0,409,2586.0,1180,1171,1409,49,30.0,0.0,30.21,40,24,31
11,1,5,-3.0,353,2248.0,1176,1173,1349,49,30.0,0.0,30.21,40,24,37
11,1,5,-6.0,327,1990.0,1182,1176,1389,49,30.0,0.0,30.21,40,24,38
11,1,5,-6.0,156,541.0,1185,1179,1341,49,30.0,0.0,30.21,40,24,14
11,1,5,-4.0,278,1626.0,1185,1181,1343,49,30.0,0.0,30.21,40,24,40
11,1,5,-2.0,174,828.0,1188,1186,1362,49,30.0,0.0,30.21,40,24,32
11,1,5,-11.0,164,765.0,1199,1188,1303,49,30.0,0.0,30.21,40,24,19
11,1,5,-9.0,307,1826.0,1200,1191,1387,49,30.0,0.0,30.21,40,24,23
11,1,5,-7.0,403,2586.0,1205,1198,1428,49,30.0,0.0,30.21,40,24,30
11,1,5,0.0,184,740.0,1199,1199,1323,49,30.0,0.0,30.21,40,24,41
11,1,5,0.0,104,187.0,1199,1199,1303,49,30.0,0.0,30.21,40,24,39
11,1,5,-5.0,390,2475.0,1205,1200,1415,49,30.0,0.0,30.21,25,35,37
11,1,5,-6.0,240,1598.0,1215,1209,15,49,30.0,0.0,30.21,25,35,34
11,1,5,9.0,388,2475.0,1200,1209,1408,49,30.0,0.0,30.21,25,35,32
11,1,5,-5.0,124,483.0,1225,1220,1349,49,30.0,0.0,30.21,25,35,10
11,1,5,1.0,385,2475.0,1230,1231,1435,49,30.0,0.0,30.21,25,35,19
11,1,5,6.0,157,828.0,1230,1236,1387,49,30.0,0.0,30.21,25,35,19
11,1,5,-1.0,121,427.0,1240,1239,1361,49,30.0,0.0,30.21,25,35,13
11,1,5,-3.0,76,209.0,1139,1240,1215,49,30.0,0.0,30.21,25,35,18
11,1,5,-2.0,183,1028.0,1243,1241,1426,49,30.0,0.0,30.21,25,35,22
11,1,5,-3.0,197,1089.0,1095,1251,1292,47,30.0,0.0,30.23,25,35,16
11,1,5,-7.0,114,340.0,1260,1253,1374,47,30.0,0.0,30.23,25,35,16
11,1,5,-3.0,275,1626.0,1214,1253,1369,47,30.0,0.0,30.23,25,35,17
11,1,5,-3.0,239,1617.0,1260,1257,59,47,30.0,0.0,30.23,25,35,17
11,1,5,-3.0,343,2153.0,1226,1260,1389,47,30.0,0.0,30.23,34,27,18
11,1,5,0.0,89,213.0,1260,1260,1349,47,30.0,0.0,30.23,34,27,20
11,1,5,6.0,351,2248.0,1255,1261,1426,47,30.0,0.0,30.23,34,27,18
11,1,5,0.0,381,2454.0,1268,1268,29,47,30.0,0.0,30.23,34,27,19
11,1,5,-6.0,399,2586.0,1275,1269,54,47,30.0,0.0,30.23,34,27,20
11,1,5,-5.0,158,760.0,1275,1270,1433,47,30.0,0.0,30.23,34,27,12
11,1,5,-4.0,337,2153.0,1282,1278,1439,47,30.0,0.0,30.23,34,27,12
11,1,5,-9.0,111,427.0,1290,1281,1401,47,30.0,0.0,30.23,34,27,27
11,1,5,2.0,376,2475.0,1280,1282,36,47,30.0,0.0,30.23,34,27,16
11,1,5,-7.0,252,1521.0,1290,1283,42,47,30.0,0.0,30.23,34,27,13
11,1,5,-5.0,90,209.0,1289,1284,1379,47,30.0,0.0,30.23,34,27,19
11,1,5,-4.0,94,228.0,1289,1285,1383,47,30.0,0.0,30.23,34,27,13
11,1,5,-4.0,347,2248.0,1290,1286,17,47,30.0,0.0,30.23,34,27,18
11,1,5,-1.0,88,184.0,1289,1288,1377,47,30.0,0.0,30.23,34,27,31
11,1,5,-1.0,111,301.0,1289,1288,1400,47,30.0,0.0,30.23,34,27,17
11,1,5,-5.0,252,1521.0,1295,1290,47,47,30.0,0.0,30.23,34,27,16
11,1,5,-3.0,387,2475.0,1180,1295,1387,47,30.0,0.0,30.23,34,27,14
11,1,5,-2.0,94,264.0,1300,1298,1394,47,30.0,0.0,30.23,34,27,16
11,1,5,-6.0,179,1005.0,1305,1299,44,47,30.0,0.0,30.23,34,27,14
11,1,5,10.0,99,290.0,1289,1299,1388,47,30.0,0.0,30.23,34,27,17
11,1,5,-7.0,390,2586.0,1309,1302,79,47,30.0,0.0,30.23,34,27,20
11,1,5,-3.0,191,1074.0,1310,1307,61,47,30.0,0.0,30.23,34,27,16
11,1,5,-3.0,385,2475.0,1290,1309,55,47,30.0,0.0,30.23,34,27,20
11,1,5,-4.0,87,273.0,1325,1321,1412,45,30.0,0.0,30.23,21,30,28
11,1,5,-6.0,93,266.0,1335,1329,1428,45,30.0,0.0,30.23,21,30,19
11,1,5,-3.0,168,944.0,1323,1347,51,45,30.0,0.0,30.23,21,30,15
11,1,5,-10.0,83,301.0,1375,1365,18,45,30.0,0.0,30.23,21,30,15
11,1,5,7.0,374,2475.0,1360,1367,114,45,30.0,0.0,30.23,21,30,15
11,1,5,-4.0,74,266.0,1375,1371,9,44,29.0,0.0,30.24,21,30,22
11,1,5,-8.0,82,187.0,1380,1372,22,44,29.0,0.0,30.24,21,30,16
11,1,5,-6.0,78,264.0,1380,1374,18,44,29.0,0.0,30.24,21,30,13
11,1,5,-3.0,68,187.0,1375,1402,3,44,29.0,0.0,30.24,25,24,16
11,1,5,-3.0,59,150.0,1370,1424,1429,68,67.0,0.0,29.55,25,24,12
11,1,5,-3.0,228,1598.0,1400,1425,188,68,67.0,0.0,29.55,25,24,18
11,1,5,-2.0,223,1576.0,1439,1437,222,68,67.0,0.0,29.55,25,24,17
11,2,6,-7.0,181,1069.0,301,294,482,38,31.0,0.0,30.25,1,6,16
11,2,6,9.0,222,1598.0,301,310,523,38,31.0,0.0,30.25,8,16,15
11,2,6,-7.0,124,636.0,324,317,448,38,31.0,0.0,30.25,8,16,14
11,2,6,-7.0,168,944.0,345,338,513,38,31.0,0.0,30.25,8,16,19
11,2,6,-4.0,136,760.0,360,356,496,38,32.0,0.0,30.25,8,16,18
11,2,6,0.0,373,2475.0,360,360,553,38,32.0,0.0,30.25,15,17,15
11,2,6,-5.0,124,541.0,390,385,514,38,32.0,0.0,30.25,15,17,15
